url	first_seen	portal	title	company	status
https://himalayas.app/companies/jobgether/jobs/senior-backend-engineer-node-js-remote-latam	2026-04-18	himalayas	Senior Backend Engineer (Node.js) - LATAM	Jobgether	added
https://himalayas.app/companies/jobgether/jobs/senior-fullstack-nodejs-typescript-engineer-latam	2026-04-18	himalayas	Senior Fullstack (NodeJS-TypeScript) Engineer (Latam)	Jobgether	added
https://himalayas.app/companies/powdevs/jobs/senior-backend-node-js-engineer-latam	2026-04-18	himalayas	Senior Backend Node.js Engineer (LATAM)	Powdevs	added
https://himalayas.app/companies/g2i/jobs/senior-node-js-engineer-latam	2026-04-18	himalayas	Senior Node.js Engineer (LatAm)	G2i	added
https://himalayas.app/companies/wizdaa/jobs/backend-principal-software-engineer-node-nestjs-latam	2026-04-18	himalayas	Backend Principal Software Engineer (Node / NestJS) LATAM	Wizdaa	added
https://himalayas.app/companies/jalasoft/jobs/senior-backend-developer-node-js-nestjs-aws-react-as-a-plus	2026-04-18	himalayas	Senior Backend Developer (Node.js, NestJS, AWS)	Jalasoft	added
https://himalayas.app/companies/truelogic-io/jobs/senior-back-end-engineer-node-js-typescript-software-development-4620045620	2026-04-18	himalayas	Senior Back-end Engineer (Node.js/TypeScript)	Truelogic	added
https://himalayas.app/companies/modak/jobs/software-engineer-backend	2026-04-18	himalayas	Software Engineer (Backend)	Modak	added
https://www.computrabajo.com.co/eficol-sas/empleos/oferta-de-trabajo-de-ingeniero-desarrollador-nodejs-senior-backend-en-bogota-dc-D70198F7E48C5FA861373E686DCF3405	2026-04-18	computrabajo	Ingeniero Desarrollador NodeJs Senior - Backend	Eficol	added
https://www.elempleo.com/co/ofertas-empleo/bogota/trabajo-desarrollador-backend-senior-nodejs-nestjs-strapi-v5	2026-04-18	elempleo	Desarrollador Backend Senior NodeJS NestJS Strapi v5	elempleo	added
https://www.elempleo.com/co/ofertas-empleo/bogota/trabajo-desarrolladores-backend-senior-hibrido-bogota-modalidad-hibrido	2026-04-18	elempleo	Desarrolladores Backend Senior Hibrido Bogota	elempleo	added
https://www.elempleo.com/co/ofertas-empleo/bogota/trabajo-developer-backend-modalidad-remoto	2026-04-18	elempleo	Developer Backend - Remoto Bogota	elempleo	added
https://job-boards.greenhouse.io/vercel/jobs/5431123004	2026-04-18	greenhouse-api	Software Engineer, Backend	Vercel	skipped_title
https://job-boards.greenhouse.io/planetscale/jobs/4036240009	2026-04-18	greenhouse-api	Software Engineer - Infrastructure	PlanetScale	skipped_title
https://www.getonbrd.com/jobs/desarrollo-mobile/desarrollador-backend-con-experiencia-en-flutter-y-nestjs-coderslab-io-remote	2026-04-18	getonbrd	Desarrollador Back-end con Experiencia en Flutter y NestJS	Coderslab.io	skipped_title
https://jobs.ashbyhq.com/truelogic/28824563-6096-4f6c-a9cd-cc4df4903619	2026-04-18	ashby	Software Architect (.NET / Angular)	Truelogic	skipped_title
https://jobs.ashbyhq.com/govworx/0044505a-1276-4a77-92e7-747b884b1af6	2026-04-18	ashby	Fullstack Engineer - LATAM	GovWorx	skipped_title
https://jobs.lever.co/luxurypresence/1a239c88-5384-4b9b-b751-11593b22094d	2026-04-18	lever	Staff Software Engineer - AI Marketing - LATAM	Luxury Presence	skipped_title
https://jobs.lever.co/luxurypresence/a75fae0a-3371-41a8-a963-391e5fe22d80	2026-04-18	lever	Staff Applied AI Engineer - LATAM	Luxury Presence	skipped_title
https://jobs.lever.co/jobgether/1fab2c6f-efc9-4523-aa56-6a5a1e76931c	2026-04-18	lever	Staff Software Engineer - Fully remote (Latam)	Jobgether	skipped_title
https://co.linkedin.com/jobs/view/senior-backend-node-js-engineer-remote-colombia-at-kake-4396164724	2026-04-18	LinkedIn — Senior Backend Colombia	Senior Backend (Node.JS) Engineer - Remote - Colombia	Kake	added
https://co.linkedin.com/jobs/view/full-stack-engineer-javascript-at-godaddy-3843080753	2026-04-18	LinkedIn — Full Stack Node.js Colombia	Full Stack Engineer - Javascript	GoDaddy	added
https://www.linkedin.com/jobs/view/java-backend-developer-6026178-at-accenture-4326272981	2026-04-18	LinkedIn — Software Engineer Backend Colombia	Java Backend Developer	Accenture	added
https://www.linkedin.com/jobs/view/backend-developer-engineer-remote-at-joblet-ai-4392075329	2026-04-18	LinkedIn — Backend Developer Colombia	Backend Developer / Engineer (Remote)	Joblet-AI	added
https://www.linkedin.com/jobs/view/senior-software-engineer-node-js-typescript-react-nestjs-at-copeland-4293119238	2026-04-18	LinkedIn — NestJS TypeScript Backend LATAM	Senior Software Engineer (Node.js / TypeScript / React / NestJS)	Copeland	added
https://job-boards.greenhouse.io/vercel/jobs/5788954004	2026-04-19	greenhouse-api	Senior Software Engineer, Trust & Safety	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5704321004	2026-04-19	greenhouse-api	Software Engineer, Agent	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5798406004	2026-04-19	greenhouse-api	Software Engineer, AI Gateway	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5474915004	2026-04-19	greenhouse-api	Software Engineer, AI SDK	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5430088004	2026-04-19	greenhouse-api	Software Engineer, Backend	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5179639004	2026-04-19	greenhouse-api	Software Engineer, CDN	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5473266004	2026-04-19	greenhouse-api	Software Engineer, CDN Security	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5551619004	2026-04-19	greenhouse-api	Software Engineer, Compute	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5808568004	2026-04-19	greenhouse-api	Software Engineer, Dashboard	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5633880004	2026-04-19	greenhouse-api	Software Engineer, Deployment Infrastructure	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5813134004	2026-04-19	greenhouse-api	Software Engineer, Domains	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5613601004	2026-04-19	greenhouse-api	Software Engineer, Growth	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5661583004	2026-04-19	greenhouse-api	Software Engineer, Lua	Vercel	added
https://job-boards.greenhouse.io/vercel/jobs/5798416004	2026-04-19	greenhouse-api	Software Engineer, Workflows	Vercel	added
https://sumup.com/careers/positions/8497866002?gh_jid=8497866002	2026-04-19	greenhouse-api	Backend engineer (Go)-  Payments Experience	SumUp	added
https://sumup.com/careers/positions/8427119002?gh_jid=8427119002	2026-04-19	greenhouse-api	Backend Engineer - Sales & Orders	SumUp	added
https://sumup.com/careers/positions/8388972002?gh_jid=8388972002	2026-04-19	greenhouse-api	Backend Engineer - Transfers 	SumUp	added
https://sumup.com/careers/positions/8508067002?gh_jid=8508067002	2026-04-19	greenhouse-api	Customer Support Team Lead	SumUp	added
https://sumup.com/careers/positions/8212254002?gh_jid=8212254002	2026-04-19	greenhouse-api	Freelance Field Sales Team Lead – Switzerland	SumUp	added
https://sumup.com/careers/positions/8482556002?gh_jid=8482556002	2026-04-19	greenhouse-api	Outbound Sales Team Lead	SumUp	added
https://sumup.com/careers/positions/8468006002?gh_jid=8468006002	2026-04-19	greenhouse-api	Senior AI Backend Engineer	SumUp	added
https://sumup.com/careers/positions/7480776002?gh_jid=7480776002	2026-04-19	greenhouse-api	Senior Backend Engineer	SumUp	added
https://sumup.com/careers/positions/8418083002?gh_jid=8418083002	2026-04-19	greenhouse-api	Senior Backend Engineer - Accounts 	SumUp	added
https://sumup.com/careers/positions/8222274002?gh_jid=8222274002	2026-04-19	greenhouse-api	Senior Backend Engineer - Fiscalization	SumUp	added
https://sumup.com/careers/positions/8207403002?gh_jid=8207403002	2026-04-19	greenhouse-api	(Senior) Backend Engineer - Global Bank	SumUp	added
https://sumup.com/careers/positions/6651430002?gh_jid=6651430002	2026-04-19	greenhouse-api	Senior Backend Engineer- Global Bank	SumUp	added
https://sumup.com/careers/positions/8420739002?gh_jid=8420739002	2026-04-19	greenhouse-api	Senior Backend Engineer (Global Bank Tribe)	SumUp	added
https://sumup.com/careers/positions/8429621002?gh_jid=8429621002	2026-04-19	greenhouse-api	Senior Backend Engineer - Golang	SumUp	added
https://sumup.com/careers/positions/8454657002?gh_jid=8454657002	2026-04-19	greenhouse-api	Senior Backend Engineer (Golang) - Bank 	SumUp	added
https://sumup.com/careers/positions/8207386002?gh_jid=8207386002	2026-04-19	greenhouse-api	(Senior) Backend Engineer (Golang) - Global Bank 	SumUp	added
https://sumup.com/careers/positions/8494767002?gh_jid=8494767002	2026-04-19	greenhouse-api	Senior Backend Engineer Go - Payments Reporting	SumUp	added
https://sumup.com/careers/positions/8383464002?gh_jid=8383464002	2026-04-19	greenhouse-api	Senior Backend Engineer - Transfers 	SumUp	added
https://sumup.com/careers/positions/8505507002?gh_jid=8505507002	2026-04-19	greenhouse-api	(Senior/Mid) Software Engineer, Golang - Payments Platform	SumUp	added
https://sumup.com/careers/positions/8468000002?gh_jid=8468000002	2026-04-19	greenhouse-api	Senior Software Engineer	SumUp	added
https://sumup.com/careers/positions/8220352002?gh_jid=8220352002	2026-04-19	greenhouse-api	Senior Software Engineer - Stablecoin	SumUp	added
https://sumup.com/careers/positions/8448678002?gh_jid=8448678002	2026-04-19	greenhouse-api	Software Engineer	SumUp	added
https://sumup.com/careers/positions/8505509002?gh_jid=8505509002	2026-04-19	greenhouse-api	Software Engineer (Golang) - Online Payments	SumUp	added
https://sumup.com/careers/positions/8468005002?gh_jid=8468005002	2026-04-19	greenhouse-api	Software Engineer II	SumUp	added
https://sumup.com/careers/positions/8420811002?gh_jid=8420811002	2026-04-19	greenhouse-api	Software Engineering Manager	SumUp	added
https://sumup.com/careers/positions/8343751002?gh_jid=8343751002	2026-04-19	greenhouse-api	Software Engineer Java - Payouts	SumUp	added
https://sumup.com/careers/positions/8474550002?gh_jid=8474550002	2026-04-19	greenhouse-api	TeleSales Team Lead	SumUp	added
https://jobs.ashbyhq.com/supabase/66bab062-b769-43cf-ac3c-a2630257624c	2026-04-19	ashby-api	Customer Solution Architect Team Lead (AMER)	Supabase	added
https://jobs.ashbyhq.com/supabase/2ed5e80d-438b-47a5-9efe-12d168b8de81	2026-04-19	ashby-api	Software Engineer - Support Tooling (APAC/AMER)	Supabase	added
https://jobs.ashbyhq.com/supabase/8a49c4b3-a48b-4d6a-9c3c-36943fcd0dfb	2026-04-19	ashby-api	Software Engineer - Supavisor	Supabase	added
https://jobs.ashbyhq.com/supabase/e569b7f7-fa8f-4139-86f6-4f52b456882d	2026-04-19	ashby-api	Software Engineer (Go) - Auth Product	Supabase	added
https://jobs.ashbyhq.com/supabase/77439e1c-e4eb-483c-aa8e-7686913886e3	2026-04-19	ashby-api	Software Engineer (Go) - Auth	Supabase	added
https://co.linkedin.com/jobs/view/application-developer-node-js-at-accenture-3426647957	2026-04-19	LinkedIn — Backend Senior Colombia	Application Developer Node JS	Accenture	skipped_expired
https://co.linkedin.com/jobs/view/desarrollador-backend-semi-senior-node-js-at-soluntech-3235122604	2026-04-19	LinkedIn — Backend Senior Colombia	Desarrollador Backend semi senior (Node.js)	Soluntech	skipped_expired
https://co.linkedin.com/jobs/view/senior-backend-developer-at-pipe17-3699429708	2026-04-19	LinkedIn — Backend Senior Colombia	Senior Backend Developer	Pipe17	skipped_expired
https://co.linkedin.com/jobs/view/sr-ssr-fullstack-frontend-developer-at-wes-3238225144	2026-04-19	LinkedIn — Tech Lead / Full Stack Colombia	Sr/Ssr FullStack Frontend Developer	WES	skipped_expired
https://co.linkedin.com/jobs/view/desarrollador-full-stack-at-stt-group-2817679311	2026-04-19	LinkedIn — Tech Lead / Full Stack Colombia	Desarrollador Full Stack	STT Group	skipped_expired
https://co.linkedin.com/jobs/view/node-js-+-vue-js-+-next-js-developer-remote-colombia-at-fullstack-labs-3426406771	2026-04-19	LinkedIn — Tech Lead / Full Stack Colombia	Node.js + Vue.js + Next.js Developer	FullStack Labs	skipped_expired
https://es.linkedin.com/jobs/view/backend-java-developer-microservicios-at-between-technology-2837144078	2026-04-19	LinkedIn — Microservicios / API Colombia	Backend Java Developer Microservicios	Between Technology	skipped_expired
https://co.linkedin.com/jobs/view/back-end-java-developer-at-mozper-3178421440	2026-04-19	LinkedIn — Microservicios / API Colombia	Back-end Java Developer	Mozper	skipped_expired
https://www.linkedin.com/jobs/view/desarrollador-de-microservicios-at-developers-latam-3813262560	2026-04-19	LinkedIn — Microservicios / API Colombia	Desarrollador de Microservicios	Developers Latam	skipped_expired
https://co.linkedin.com/jobs/view/backend-developer-spring-boot-at-multiplica-talent-3215709203	2026-04-19	LinkedIn — Microservicios / API Colombia	Backend Developer Spring Boot	Multiplica Talent	skipped_expired
https://co.linkedin.com/jobs/view/desarrollador-de-back-end-at-edunext-3470611217	2026-04-19	LinkedIn — Microservicios / API Colombia	Desarrollador de back-end	eduNEXT	skipped_expired
https://co.linkedin.com/jobs/view/desarrollador-backend-at-okorum-technologies-2731567486	2026-04-19	LinkedIn — Microservicios / API Colombia	Desarrollador Backend	Okorum Technologies	skipped_expired
https://www.linkedin.com/jobs/view/full-stack-developer-spring-boot-microservicios-angular-100%25-remoto-at-atsistemas-3388064584	2026-04-19	LinkedIn — Microservicios / API Colombia	Full Stack Developer Spring Boot	atSistemas	skipped_title
https://www.getonbrd.com/jobs/programming/desarrollador-backend-nest-js-node-js-mongodb-xolvex-remote	2026-04-19	GetonBoard — Backend LATAM	Desarrollador Back-end (Nest.JS + Node.js + MongoDB)	Xolvex	skipped_expired
https://www.getonbrd.com/empleos/programacion/frontend-backend-senior-developer-bc-tecnologia-santiago	2026-04-19	GetonBoard — Senior Dev	Front-end Back-end Senior Developer	BC Tecnología	skipped_expired
https://www.getonbrd.com/jobs/programacion/semi-senior-developer-backend-java-23people-remote	2026-04-19	GetonBoard — Senior Dev	Semi Senior Developer Back-end Java	Equifax	skipped_expired
https://www.getonbrd.com/jobs/programming/desarrollador-full-stack-bc-tecnologia-santiago-b643	2026-04-19	GetonBoard — Backend LATAM	Desarrollador Full-Stack (Node.js Angular)	BC Tecnología	added
https://job-boards.greenhouse.io/knock/jobs/5763234004	2026-04-19	Greenhouse — Backend LATAM	Senior Software Engineer (Backend)	Knock	skipped_expired
https://job-boards.greenhouse.io/praxent/jobs/6681715003	2026-04-19	Greenhouse — Backend LATAM	LATAM Senior Software Engineer (React & .NET)	Praxent	skipped_title
https://job-boards.greenhouse.io/teravision/jobs/4373134003	2026-04-19	Greenhouse — Backend LATAM	Backend Developer - Golang	Teravision Technologies	skipped_expired
https://job-boards.greenhouse.io/engine/jobs/7512311003	2026-04-19	Greenhouse — Backend LATAM	Senior Software Engineer, Mobile - LATAM	Engine	skipped_expired
https://weworkremotely.com/remote-jobs/master-works-full-stack-developer-react-node-js	2026-04-19	WeWorkRemotely — Backend	Full-stack Developer (React & Node.js)	Master-works	skipped_expired
https://weworkremotely.com/remote-jobs/extra-node-js-backend-engineer	2026-04-19	WeWorkRemotely — Backend	Node JS Backend Engineer	Extra	skipped_expired
https://weworkremotely.com/remote-jobs/socialhub-backend-javascript-node-js-developer-remote-saas-m-f-d-2	2026-04-19	WeWorkRemotely — Backend	Backend JavaScript / Node.js Developer	SocialHub	skipped_expired
https://remotive.com/remote/jobs/software-development/back-end-developer-4310126	2026-04-19	Remotive — Backend	Back-end Developer	CoVet	added
https://remotive.com/remote-jobs/software-dev/backend-node-js-javascript-engineer-430194	2026-04-19	Remotive — Backend	Backend Node.js JavaScript Engineer	Breezy HR	skipped_expired
https://remotive.com/remote/jobs/software-development/back-end-developer-3814245	2026-04-19	Remotive — Backend	Back End Developer	Dev Partners	added
